,Word,Frequency
1160,no vender.,1
1161,vender. Solo,1
1162,Solo vende,1
1163,vende con,1
1164,con un,1
1165,un propósito,1
1166,propósito específico,1
1167,específico o,1
1168,o por,1
1169,por necesidad…,1
1170,necesidad… y,1
1171,y si,1
1172,si inviertes,1
1173,"inviertes bien,",1
1174,"bien, lo",1
1175,lo segundo,1
1176,segundo no,1
1177,no pasará,1
1178,pasará 😎.,1
1179,😎. Diversificar,1
1180,Diversificar tus,1
1181,tus inversiones,1
1182,inversiones es,1
1183,es necesario,1
1184,necesario e,1
1185,e inteligente,1
1186,inteligente 😌.,1
1187,IT'S OFFICIAL:,1
1188,OFFICIAL: yesterday,1
1189,yesterday (june,1
1190,(june 27,1
1191,"27 2021),",1
1192,"2021), saw",1
1193,saw the,1
1194,the slowest,1
1195,slowest #bitcoin,1
1196,#bitcoin blocks,1
1197,blocks in,1
1198,in TEN,1
1199,TEN YEARS,1
1200,YEARS (since,1
1201,(since 2010).,1
1202,2010). blocks,1
1203,blocks times,1
1204,times avg.,1
1205,"avg. 23min,",1
1206,"23min, instead",1
1207,instead of,2
1208,the target,1
1209,target 10min.,1
1210,10min. the,1
1211,the latest,1
1212,"latest ""china",1
1213,"""china ban""",1
1214,"ban"" is",1
1215,the most,5
1216,most disruptive,1
1217,disruptive action,1
1218,action the,1
1219,the bitcoin,1
1220,bitcoin network,1
1221,network has,1
1222,has ever,1
1223,"ever faced,",1
1224,"faced, but",1
1225,but it,1
1226,it will,1
1227,"will survive,",1
1228,"survive, adapt,",1
1229,"adapt, thrive",1
1230,thrive 👇,1
1231,👇 https://t.co/vEMR1zlDHx,1
1232,Coinbase has,1
1233,has received,1
1234,received approval,1
1235,approval from,1
1236,from Germany,1
1237,Germany for,1
1238,#Bitcoin and,5
1239,and crypto,2
1240,crypto custody,1
1241,custody business!,1
1242,business! 🙌,1
1243,Yo Americans,1
1244,Americans -,1
1245,- you,1
1246,you can,5
1247,can put,1
1248,put #Bitcoin,1
1249,#Bitcoin into,1
1250,into your,1
1251,your IRA,1
1252,IRA for,1
1253,for retirement.,1
1254,retirement. 🙌,1
1255,The most,1
1256,most successful,1
1257,successful people,1
1258,people in,1
1259,the world,3
1260,world believe,1
1261,believe that,1
1262,that #bitcoin,2
1263,#bitcoin is,2
1264,is gold,1
1265,gold 2.0.,1
1266,2.0. If,1
1267,If you’re,2
1268,you’re not,1
1269,not a,1
1270,"a HODLer,",1
1271,"HODLer, what",1
1272,what do,1
1273,do you,1
1274,you know,3
1275,know that,2
1276,they don’t,1
1277,don’t know?,1
1278,know? https://t.co/USz6DOOMws,1
1279,Bitcoin's hashrate,1
1280,hashrate looks,1
1281,looks like,1
1282,like it,1
1283,it just,2
1284,just listed,1
1285,listed on,1
1286,on Uniswap,1
1287,Uniswap https://t.co/V5Fc8n0oSN,1
1288,This month's,1
1289,month's shout,1
1290,shout out,1
1291,out goes,1
1292,goes to,1
1293,"to China,",1
1294,"China, for",1
1295,for selflessly,1
1296,selflessly helping,1
1297,helping #bitcoin,1
1298,#bitcoin remove,1
1299,remove the,1
1300,the last,1
1301,last area,1
1302,area of,1
1303,of major,1
1304,major centralisation,1
1305,centralisation in,1
1306,in its,1
1307,its network,1
1308,network at,2
1309,at her,1
1310,her own,1
1311,"own loss,",1
1312,"loss, and",1
1313,the loss,1
1314,loss of,1
1315,of her,1
1316,her children,1
1317,children and,1
1318,and her,1
1319,her children's,1
1320,children's children.,1
1321,children. 🙏,1
1322,This Bitcoin,1
1323,Bitcoin chart,1
1324,chart is,1
1325,is crazy.,1
1326,crazy. Oh,1
1327,Oh wait...thats,1
1328,wait...thats actually,1
1329,actually a,1
1330,a chart,1
1331,chart of,1
1332,of US,1
1333,US dollar,1
1334,dollar money,1
1335,money printing.,1
1336,printing. https://t.co/IVdeV8vUpe,1
1337,My latest,1
1338,latest piece,1
1339,piece in,1
1340,in @BitcoinMagazine,1
1341,@BitcoinMagazine on,1
1342,on Projecting,1
1343,Projecting Bitcoin's,1
1344,Bitcoin's Future,1
1345,Future Energy,1
1346,Energy Use,1
1347,Use We,1
1348,We have,1
1349,have likely,1
1350,likely already,1
1351,already hit,1
1352,hit peak,1
1353,"peak emissions,",1
1354,"emissions, and",1
1355,and will,1
1356,will likely,1
1357,likely be,1
1358,be emissionless,1
1359,emissionless in,1
1360,in 10,1
1361,10 years',1
1362,years' time,1
1363,time https://t.co/JFyxkawaH6,1
1364,Mining #Bitcoin,1
1365,#Bitcoin off,1
1366,off the,3
1367,the grid,1
1368,grid with,1
1369,with hydro-electricity,1
1370,hydro-electricity from,1
1371,from a,1
1372,a creek.,1
1373,creek. Decentralised.,1
1374,Decentralised. Unstoppable.,1
1375,Unstoppable. 💪,1
1376,💪 https://t.co/8gaKGgkLxx,1
1377,"""Bullish. Have",1
1378,Have to,1
1379,to be.,1
1380,be. There's,1
1381,There's too,1
1382,money coming,1
1383,"coming in,""",1
1384,"in,"" says",1
1385,says @JimCramer.,1
1386,"@JimCramer. ""I",1
1387,"""I went",1
1388,went back,1
1389,back into,1
1390,into #ethereum,1
1391,#ethereum because,1
1392,because #bitcoin,1
1393,#bitcoin held,1
1394,held $30K.,1
1395,$30K. I,1
1396,like ethereum,1
1397,ethereum because,1
1398,because people,1
1399,people actually,1
1400,actually use,1
1401,use it,1
1402,it much,1
1403,much more,3
1404,more to,1
1405,be able,2
1406,able to,2
1407,to buy,4
1408,"buy things.""",1
1409,"things."" https://t.co/IIAeUL4BNL",1
1410,#Bitcoin was,2
1411,was designed,1
1412,designed to,1
1413,be impossible,1
1414,impossible to,1
1415,to stop.,1
1416,stop. Here’s,1
1417,Here’s a,2
1418,a miner,1
1419,miner off,1
1420,"the grid,",1
1421,"grid, using",1
1422,using a,1
1423,a small,1
1424,small stream,1
1425,stream as,1
1426,as a,1
1427,a power,1
1428,power source,1
1429,source and,1
1430,and pure,1
1431,pure human,1
1432,human ingenuity.,1
1433,ingenuity. https://t.co/IIzGLCfTB7,1
1434,Did you,2
1435,know you,1
1436,can buy,2
1437,buy a,1
1438,a fraction,1
1439,fraction of,1
1440,of a,1
1441,a #bitcoin?,1
1442,#bitcoin? It's,1
1443,It's called,1
1444,called a,1
1445,a satoshi,1
1446,satoshi or,1
1447,or sat,1
1448,sat for,1
1449,for short.,1
1450,short. Today,1
1451,Today you,1
1452,can own,1
1453,"own 1,000,000",1
1454,"1,000,000 satoshi",1
1455,satoshi for,1
1456,for $341.82,1
1457,$341.82 USD.,1
1458,USD. Become,1
1459,Become a,1
1460,a Satoshi,1
1461,Satoshi Millionaire,1
1462,Millionaire Today!,1
1463,BTCPay will,1
1464,will charge,1
1465,charge sellers,1
1466,sellers 0%,1
1467,0% plus,2
1468,plus 0,2
1469,0 cents,1
1470,cents to,1
1471,to process,1
1472,process transactions...,1
1473,transactions... In,1
1474,In the,1
1475,past BTCPay,1
1476,BTCPay charged,1
1477,charged 0%,1
1478,0 cents.,1
1479,cents. #bitcoin,1
1480,"""Governments don't",1
1481,don't like,1
1482,like #bitcoin,1
1483,#bitcoin …,1
1484,… it,1
1485,it burns,1
1486,burns them,1
1487,them that,1
1488,that people,2
1489,people can,1
1490,can get,1
1491,get out,3
1492,out of,1
1493,their fiat,1
1494,"fiat trap,",1
1495,"trap, because",1
1496,because that,1
1497,that is,4
1498,is what,2
1499,what fiat,1
1500,fiat money,1
1501,"money is,",1
1502,"is, a",1
1503,"a fraud.""",1
1504,"fraud."" #cryptocurrency",1
1505,#cryptocurrency https://t.co/RagpqIcxmZ,2
1506,#Bitcoin ATMs,1
1507,ATMs are,1
1508,are being,1
1509,being installed,1
1510,installed across,1
1511,across El,1
1512,Salvador in,1
1513,in shopping,1
1514,shopping centers,1
1515,centers and,1
1516,and gas,1
1517,"gas stations,",1
1518,"stations, in",1
1519,in major,1
1520,major cities,1
1521,cities and,1
1522,and small,1
1523,small towns.,1
1524,towns. https://t.co/IEXyJIrnAl,1
1525,“Do not,1
1526,not go,1
1527,go where,1
1528,where the,1
1529,the path,1
1530,path may,1
1531,"may lead,",1
1532,"lead, go",1
1533,go instead,1
1534,instead where,1
1535,where there,1
1536,there is,1
1537,is no,1
1538,no path,1
1539,path and,1
1540,and leave,1
1541,leave a,1
1542,a trail.”,1
1543,trail.” -,1
1544,- Ralph,1
1545,Ralph Waldo,1
1546,Waldo Emerson,1
1547,Emerson on,1
1548,on #Bitcoin,3
1549,It costs,1
1550,costs 20-50%,1
1551,20-50% when,1
1552,when immigrants,1
1553,immigrants send,1
1554,send money,1
1555,money back,1
1556,back home,1
1557,home to,1
1558,their families.,1
1559,families. The,1
1560,The banking,2
1561,banking and,1
1562,and payments,1
1563,payments system,1
1564,system is,1
1565,is legalised,1
1566,legalised extortion.,1
1567,extortion. #Bitcoin,1
1568,#Bitcoin fixes,3
1569,fixes this.,3
1570,If you're,1
1571,you're worried,1
1572,worried that,1
1573,that China,1
1574,China is,1
1575,is planning,1
1576,planning a,1
1577,a 51%,1
1578,51% attack,1
1579,attack to,1
1580,to 'kill',1
1581,'kill' #bitcoin,1
1582,#bitcoin watch,1
1583,watch this,1
1584,this 2,1
1585,2 minute,1
1586,minute video,1
1587,video and,1
1588,and you'll,1
1589,you'll sleep,1
1590,sleep soundly,1
1591,soundly tonight.,1
1592,tonight. https://t.co/62ZkLMxli8,1
1593,Banco Azteca,1
1594,Azteca is,1
1595,to become,1
1596,become the,1
1597,first bank,5
1598,bank in,5
1599,in Mexico,6
1600,Mexico to,5
1601,to accept,6
1602,accept #Bitcoin.,1
1603,#Bitcoin. It,1
1604,It has,1
1605,has assets,1
1606,assets of,1
1607,of $7.3,1
1608,"$7.3 billion,",1
1609,"billion, deposits",1
1610,deposits of,1
1611,of over,1
1612,over $5,1
1613,$5 billion,1
1614,billion and,1
1615,and more,1
1616,"than 20,000",1
1617,"20,000 employees.",1
1618,employees. https://t.co/pkCMdqxFiA,1
1619,Elon Musk,4
1620,Musk deserves,1
1621,deserves measured,1
1622,"measured criticism,",1
1623,"criticism, but",1
1624,but let’s,1
1625,let’s not,1
1626,not forget,1
1627,forget Tesla,1
1628,Tesla owns,1
1629,owns +$1b,1
1630,+$1b #Bitcoin,1
1631,#Bitcoin because,1
1632,because of,2
1633,of him.,1
1634,him. That’s,1
1635,That’s not,1
1636,not for,1
1637,for ants!,1
1638,ants! 😂,1
1639,banking system,1
1640,system deliberately,1
1641,deliberately excludes,1
1642,excludes billions,1
1643,billions of,2
1644,of poor,1
1645,poor people.,1
1646,people. #Bitcoin,1
1647,CONFIRMED: Elon,1
1648,Musk and,3
1649,and Jack,2
1650,Jack Dorsey,3
1651,Dorsey will,1
1652,will discuss,1
1653,discuss #Bitcoin,1
1654,#Bitcoin at,2
1655,at the,4
1656,the “₿,1
1657,“₿ Word”,1
1658,Word” event,1
1659,event for,1
1660,for corporate,1
1661,corporate and,1
1662,and institutional,1
1663,institutional investors.,1
1664,investors. -,1
1665,- @TheBlock__,1
1666,I’m getting,1
1667,getting closer,1
1668,closer &amp;,1
1669,&amp; closer,1
1670,closer to,1
1671,to joining,1
1672,joining the,1
1673,the #bitcoin,3
1674,#bitcoin world.,1
1675,world. Thanks,1
1676,Thanks to,1
1677,to all,2
1678,all of,2
1679,of you,1
1680,you who,1
1681,who got,1
1682,got me,1
1683,me into,1
1684,"into @PeterMcCormack,",1
1685,"@PeterMcCormack, we",1
1686,we had,1
1687,had a,1
1688,a fantastic,1
1689,fantastic learning,1
1690,learning discussion!,1
1691,All the,1
1692,the banks,2
1693,banks are,1
1694,are coming,1
1695,coming to,1
1696,to #Bitcoin,1
1697,#Bitcoin -,3
1698,- Wells,1
1699,Wells Fargo,1
1700,Fargo -,1
1701,- Morgan,1
1702,Stanley -,1
1703,- Goldman,1
1704,Goldman Sachs,1
1705,Sachs -,1
1706,- JPMorgan,1
1707,JPMorgan -,1
1708,- Citibank,1
1709,Citibank +,1
1710,+ hundreds,1
1711,hundreds more!,1
1712,more! They’re,1
1713,They’re going,1
1714,going to,6
1715,to push,1
1716,push #Bitcoin,1
1717,to tens,1
1718,tens of,1
1719,of millions,2
1720,millions of,1
1721,of customers.,1
1722,💧 ATOLL,1
1723,ATOLL finance,1
1724,finance Airdrop,1
1725,Airdrop 💧,4
1726,💧 🏆,4
1727,🏆 Task:,4
1728,Task: ➕,4
1729,➕ Up,4
1730,Up to,4
1731,to 10,2
1732,10 ATOLL,1
1733,ATOLL (~$4),1
1734,(~$4) 👨‍👩‍👧,1
1735,👨‍👩‍👧 Referral:,4
1736,Referral: ➕,4
1737,➕ 2,1
1738,2 ATOLL,1
1739,ATOLL (~$0.8),1
1740,(~$0.8) 🔛,1
1741,🔛 Airdrop,4
1742,Airdrop Link,4
1743,Link &amp;,4
1744,&amp; Information:,4
1745,Information: https://t.co/mem0YpvqOA,1
1746,https://t.co/mem0YpvqOA #cryptocurrency,1
1747,#cryptocurrency #BSC,4
1748,#BSC #Bitcoin,4
1749,#Bitcoin #Airdrop,4
1750,#Airdrop #ATOLLfinance,1
1751,#ATOLLfinance #ATOLL,1
1752,#ATOLL #AirdropStario,1
1753,Here's a,1
1754,a quick,2
1755,quick test:,1
1756,test: The,1
1757,The next,2
1758,next time,1
1759,time you,1
1760,are speaking,1
1761,speaking to,1
1762,to a,3
1763,#Bitcoin skeptic,1
1764,skeptic and,1
1765,and they,1
1766,they claim,1
1767,claim it,1
1768,"just ""isn't",1
1769,"""isn't real",1
1770,"real money"",",1
1771,"money"", ask",1
1772,ask them,1
1773,them to,1
1774,to explain,1
1775,explain fiat,1
1776,fiat currency.,1
1777,currency. Then,1
1778,Then sit,1
1779,sit and,1
1780,and observe...,1
1781,observe... 🧐,1
1782,so happy,1
1783,happy to,1
1784,to tell,1
1785,tell you,2
1786,you about,1
1787,about @justbtc_com_ng,1
1788,@justbtc_com_ng it,1
1789,it is,2
1790,a reliable,1
1791,"reliable platform,",1
1792,"platform, where",1
1793,where they,1
1794,they trade,1
1795,"trade Bitcoin,",1
1796,"Bitcoin, giftcards",1
1797,giftcards and,1
1798,and ethereum,1
1799,ethereum 24/7,1
1800,24/7 at,1
1801,the sweetest,1
1802,sweetest rates.,1
1803,rates. Trade,1
1804,Trade on,1
1805,on https://t.co/EIOBrvb9YD,1
1806,https://t.co/EIOBrvb9YD cos,1
1807,cos it’s,1
1808,it’s 100%,1
1809,100% legit,1
1810,legit .,1
1811,. https://t.co/76iC1Xi6Px,1
1812,bitcoin Miner,1
1813,Miner di,1
1814,di China,1
1815,China terpaksa,1
1816,terpaksa memindahkan,1
1817,memindahkan operasi,1
1818,operasi mereka,1
1819,mereka ke,1
1820,ke negara,1
1821,negara lain,1
1822,lain slps,1
1823,slps china,1
1824,china menjalankan,1
1825,menjalankan operasi,1
1826,operasi menyerbu,1
1827,menyerbu bitcoin,1
1828,bitcoin miners,1
1829,"miners besar2an,",1
1830,"besar2an, menyebabkan",1
1831,menyebabkan harga,1
1832,harga bitcoin,1
1833,bitcoin tergolek.,1
1834,tergolek. Harga,1
1835,Harga BTC,1
1836,BTC memuncak,1
1837,memuncak pada,1
1838,pada US64k,1
1839,US64k &amp;,1
1840,&amp; jatuh,1
1841,jatuh ke,1
1842,ke US34k.,1
1843,"US34k. So,",1
1844,"So, sekarang",1
1845,sekarang kita,1
1846,kita tahu,1
1847,tahu market,1
1848,market mover,1
1849,mover BTC,1
1850,BTC datang,1
1851,datang dari,1
1852,dari China,1
1853,China https://t.co/NC7qz7DFqv,1
1854,Banning #Bitcoin,1
1855,#Bitcoin makes,1
1856,makes it,1
1857,it stronger.,1
1858,stronger. Banning,1
1859,Banning Bitcoin,1
1860,Bitcoin mining,1
1861,mining makes,1
1862,makes the,1
1863,network more,1
1864,more resilient.,1
1865,resilient. Future,1
1866,Future generations,1
1867,generations will,1
1868,will look,1
1869,look at,3
1870,at this,1
1871,this time,1
1872,and it’ll,1
1873,it’ll be,1
1874,be obvious,1
1875,obvious that,1
1876,that a,1
1877,a decentralised,1
1878,decentralised monetary,1
1879,monetary network,1
1880,at scale,1
1881,scale is,1
1882,is more,1
1883,more resilient,1
1884,resilient than,1
1885,than a,1
1886,a nation,1
1887,nation state,1
1888,state acting,1
1889,acting against,1
1890,against it.,1
1891,The best,1
1892,best time,2
1893,time to,2
1894,to prepare,1
1895,prepare for,1
1896,a crash,1
1897,crash is,1
1898,is before,1
1899,before the,1
1900,the crash.,1
1901,crash. The,1
1902,The biggest,1
1903,biggest crash,1
1904,crash in,1
1905,in world,1
1906,world history,1
1907,history is,2
1908,is coming.,1
1909,coming. The,1
1910,The good,1
1911,good news,1
1912,news is,2
1913,the best,1
1914,get rich,1
1915,is during,1
1916,during a,1
1917,a crash.,1
1918,crash. Bad,1
1919,Bad news,1
1920,next crash,1
1921,crash will,1
1922,be a,2
1923,a long,1
1924,long one.,1
1925,one. Get,1
1926,Get more,1
1927,"more gold,",1
1928,"gold, silver,",1
1929,"silver, and",1
1930,and Bitcoin,1
1931,Bitcoin while,1
1932,while you,1
1933,you can.,1
1934,can. Take,1
1935,Take care.,1
1936,今日から10日間のみビットコイン（bitcoin）を毎日プレゼントします🎁#残り4日 抽選で1名の方に,1
1937,抽選で1名の方に 「10万円相当のBTC」,3
1938,「10万円相当のBTC」 をプレゼントします！,3
1939,をプレゼントします！ 応募期間,3
1940,応募期間 6月28日まで,1
1941,6月28日まで 参加条件,1
1942,参加条件 ・当アカウントをフォロー,3
1943,・当アカウントをフォロー ・このツイートをRT＋いいね,3
1944,・このツイートをRT＋いいね #ビットコイン,3
1945,#ビットコイン #仮想通貨,3
1946,A conversation,1
1947,conversation with,1
1948,with Quincy,1
1949,Quincy Jones.,1
1950,"Jones. XRP,",1
1951,"XRP, XLM,",1
1952,"XLM, XDC,",1
1953,"XDC, ALGO,",1
1954,"ALGO, Bitcoin,",1
1955,"Bitcoin, Flare,",1
1956,"Flare, Smart",1
1957,"Smart Contracts,",1
1958,"Contracts, Corda",1
1959,Corda and,1
1960,and more.,1
1961,more. https://t.co/t6wClapHAO,1
1962,Indians are,1
1963,are dropping,1
1964,dropping gold,1
1965,gold for,1
1966,for bitcoin,2
1967,bitcoin and,4
1968,and cryptocurrencies.,1
1969,cryptocurrencies. -,1
1970,- Bitcoin,1
1971,Bitcoin replaces,1
1972,replaces gold,1
1973,gold as,1
1974,as asset,1
1975,asset to,1
1976,to store,1
1977,store value,1
1978,value &amp;,1
1979,&amp; pass,1
1980,pass down,1
1981,down from,1
1982,from generation,1
1983,generation to,1
1984,to generation,1
1985,generation -,1
1986,- Government,1
1987,Government “ban”,1
1988,“ban” was,1
1989,was marketing,1
1990,marketing campaign,1
1991,campaign &amp;,1
1992,&amp; led,1
1993,led to,1
1994,to increased,1
1995,increased adoption,1
1996,adoption Both,1
1997,Both trends,1
1998,trends easy,1
1999,easy to,1
2000,to anticipate,1
2001,anticipate ✅,1
2002,✅ https://t.co/bX6UpPmAT0,1
2003,"""I recommend",1
2004,recommend the,2
2005,the use,4
2006,use of,4
2007,"of bitcoin,",1
2008,"bitcoin, and",1
2009,and me,2
2010,me and,2
2011,and my,3
2012,my bank,3
2013,bank are,3
2014,are working,4
2015,be the,6
2016,"accept #bitcoin,""",1
2017,"#bitcoin,"" said",1
2018,said Mexico's,1
2019,Mexico's third-richest,1
2020,third-richest man.,1
2021,man. #cryptocurrency,1
2022,Bitcoin hash,1
2023,hash rate,2
2024,rate ⬇️,1
2025,⬇️ Bitcoin,1
2026,Bitcoin decentralization,1
2027,decentralization ⬆️,1
2028,Billionaire Ricardo,1
2029,Ricardo Salinas,7
2030,Salinas now,1
2031,now hodls,1
2032,hodls 10%,1
2033,10% of,1
2034,of his,1
2035,his portfolio,1
2036,portfolio in,1
2037,#bitcoin by,1
2038,the way.,1
2039,way. https://t.co/CrD7LFLWlC,1
2040,Mexican billionaire,2
2041,billionaire Ricardo,2
2042,Salinas Pliego,3
2043,Pliego endorsed,2
2044,endorsed the,2
2045,of #Bitcoin,3
2046,and said,2
2047,said his,2
2048,his bank,3
2049,bank is,2
2050,is on,2
2051,way to,3
2052,to accepting,2
2053,accepting the,2
2054,the cryptocurrency,2
2055,cryptocurrency https://t.co/uy2zBtCoiY,1
2056,We’re all,1
2057,all going,1
2058,buy $30+,1
2059,$30+ of,1
2060,same time,1
2061,time on,1
2062,on September,1
2063,September 7th,1
2064,I want,2
2065,want to,6
2066,to publicly,1
2067,publicly thank,1
2068,thank Max,1
2069,Max Keiser,1
2070,Keiser for,1
2071,for abusing,1
2072,abusing me,1
2073,me on,2
2074,"on Twitter,",1
2075,"Twitter, flushing",1
2076,flushing out,1
2077,out all,1
2078,the toxic,1
2079,toxic Bitconners,1
2080,Bitconners (new,1
2081,"(new term),",1
2082,"term), allowing",1
2083,allowing me,1
2084,to block,1
2085,block a,1
2086,a couple,1
2087,couple of,1
2088,of hundred,1
2089,hundred to,1
2090,to clean,1
2091,clean up,1
2092,up my,1
2093,my feed!,1
2094,feed! Cheers,1
2095,Cheers Max.,1
2096,"Max. Meanwhile,",1
2097,"Meanwhile, I",1
2098,I love,1
2099,love bitcoin,1
2100,and love,1
2101,love the,1
2102,the digital,2
2103,digital asset,1
2104,asset space.,1
2105,space. Onwards...,1
2106,"Salinas Pliego,",1
2107,"Pliego, noted",1
2108,noted bitcoin,1
2109,bitcoin bull,1
2110,bull and,1
2111,the 166th,1
2112,166th richest,1
2113,richest person,2
2114,person in,3
2115,"the world,",1
2116,"world, said",1
2117,said he,1
2118,he is,1
2119,make his,1
2120,bank the,1
2121,first in,1
2122,accept the,1
2123,the largest,2
2124,largest cryptocurrency.,1
2125,cryptocurrency. by,1
2126,by @KReyofCoinDesk,1
2127,@KReyofCoinDesk https://t.co/TREFPyiaRI,1
2128,$245 in,1
2129,to 1,3
2130,1 person,3
2131,person if,3
2132,#BITCOIN BREAKING,1
2133,BREAKING OUT!!!,1
2134,$120 to,1
2135,to one,1
2136,one person,1
2137,in 24,1
2138,24 hours,2
2139,hours Retweet,1
2140,Retweet &amp;,1
2141,&amp; follow,1
2142,follow @Crypto_Fridays,1
2143,@Crypto_Fridays &amp;,1
2144,&amp; @BitcoinSorority,1
2145,@BitcoinSorority #crypto,1
2146,#crypto #cryptocurrency,1
2147,#cryptocurrency #cryptoart,1
2148,#cryptoart #cryptocurrencies,1
2149,#cryptocurrencies #cryptonews,1
2150,#cryptonews #cryptotwitter,1
2151,#cryptotwitter #cryptotrading,1
2152,#cryptotrading #cryptogiveaway,1
2153,#cryptogiveaway #cryptomoonshots,1
2154,#cryptomoonshots #cryptocrash,1
2155,#cryptocrash #Bitcoin,1
2156,#Bitcoin #BitcoinCrash,1
2157,"JPMorgan: ""the",1
2158,"""the crackdown",1
2159,crackdown on,1
2160,on mining,1
2161,mining operations,1
2162,operations in,1
2163,in China,1
2164,China should,1
2165,should be,3
2166,be considered,1
2167,considered as,1
2168,as positive,1
2169,positive for,1
2170,the medium,1
2171,medium term,1
2172,term as,1
2173,as it,1
2174,it accelerates,1
2175,accelerates a,1
2176,a shift,1
2177,shift away,1
2178,away from,1
2179,from China’s,1
2180,China’s high,1
2181,high share,1
2182,share in,1
2183,in bitcoin’s,1
2184,bitcoin’s hash,1
2185,"hash rate,",1
2186,"rate, reducing",1
2187,"reducing concentration.""",1
2188,"concentration."" They",1
2189,They finally,1
2190,finally caught,1
2191,caught up,1
2192,up https://t.co/fyq2fmwiUS,1
2193,#Bitcoin just,2
2194,just popped!,1
2195,popped! 💥,1
2196,💥 🚀,1
2197,🚀 https://t.co/VKvLkGeamQ,1
2198,@RicardoBSalinas Thank,1
2199,Thank you.,1
2200,you. The,1
2201,next chapter,1
2202,chapter of,1
2203,"of ""The",1
2204,"""The Mobile",1
2205,"Mobile Wave""",1
2206,"Wave"" is",1
2207,is #Bitcoin,1
2208,and #Lightning,1
2209,#Lightning on,1
2210,on billions,1
2211,of mobile,1
2212,"mobile devices,",1
2213,"devices, providing",1
2214,providing digital,1
2215,digital property,2
2216,property rights,2
2217,rights and,1
2218,and economic,1
2219,economic empowerment,1
